id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label
382c32bf50, I`m just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,0,negative,"The text expresses frustration and disappointment with 'stupid guys', but mentions a brief moment of optimism before returning to a negative outlook, indicating an overall negative sentiment",negative,0
5076bdb76d, wish i could  want to stay and play with u guys and enjoy a block party for once,2,positive,"The text expresses a desire to participate in a fun event, but also implies a sense of inability or obligation to leave, indicating a sentiment of longing and mild disappointment",negative,0
4a2da853aa,is saddened by Husker Access...no internet!,0,negative,"The text expresses sadness due to a lack of internet access, indicating a negative sentiment",negative,0
b0d1361181,Oh ****!  I forgot to eat! Grumble grumble.,0,negative,"The text expresses frustration and disappointment about forgetting to eat, using negative language and tone, indicated by the expletive and the phrase 'Grumble grumble'",negative,0
2ca5660e66,May 10 is Human Kindness Day.,1,neutral,"The text is a factual statement about a day dedicated to human kindness without expressing any emotion, but the topic itself has a positive connotation",positive,2
8fc93f5936,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I`m go... http://znl.me/OSWGH",0,negative,"The text expresses disappointment and frustration about having to work late and missing out on a social event, indicated by phrases like 'Kinda pissed' and 'really wanted to go', which suggests a negative sentiment",negative,0
22a308bf8d, aww...you`re such a softy...I can only imagine you a mess of tears at your own wedding...you won`t even be able to talk,1,neutral,"The text is teasing and playful, using affectionate language like 'aww' and 'softy', but also makes a lighthearted joke about the person being emotional at their own wedding, indicating a positive and affectionate sentiment",positive,2
fa14103466, I`m SO jealous- it`s pouring right now,0,negative,"The text expresses jealousy and mentions unfavorable weather, indicating a negative sentiment",negative,0
8112ab04aa,sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!,0,negative,"The text expresses frustration and a desire to leave the house, but also excitement and enthusiasm about potential social activities, with a playful tone and language, indicating a overall positive sentiment",positive,2
678dd4ce03,At myhouse with the girls tonight,1,neutral,"The text is a simple statement about spending time with friends at home, without expressing any particular emotion or opinion",neutral,1
d0cf30e740,Happy Star Wars day!,2,positive,"The text expresses a celebratory tone and wishes a happy day, specifically referencing Star Wars, indicating a positive sentiment",positive,2
bc2f0becce,Away to the cinema tweet later may the 4th be with you all  x,1,neutral,"The text expresses a casual and friendly tone, mentioning a fun activity (going to the cinema) and includes a playful reference to Star Wars ('may the 4th be with you'), indicating a lighthearted and positive sentiment",positive,2
e20132bb8f,I finally went and found some of the songs we sang in church in Wellington online. Was easier than expected - yay Google!  #fb,2,positive,"The text expresses a sense of accomplishment and relief at finding the songs online, and also praises Google, indicating a positive sentiment",positive,2
0cd3ccb71b,ahhhh now i have no pic,1,neutral,"The text expresses disappointment or frustration about not having a picture, indicating a negative sentiment",negative,0
ae258df822,"First fail, cant tweet from phone. Oh how I love my work phone",1,neutral,"The text expresses frustration about a failure to tweet from a phone, but then immediately follows with a sarcastic statement about loving their work phone, indicating a negative sentiment overall",negative,0
8365d526fd,"says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.  http://plurk.com/p/rprmr",1,neutral,"The text expresses a positive sentiment with 'yay' when mentioning the new layout and going back to default Plurk themes, but also mentions a struggle ('dumugo ilong ko') with tweaking the font, however, the overall tone seems to lean more towards excitement or relief about the layout change",positive,2
02d47f1829,_NJ Oh! I`m only in my 7   I just joined Twitter a few days ago....,1,neutral,"The text expresses a sense of newness and possibly slight embarrassment about only being 7 years old and having just joined Twitter, but the tone is more matter-of-fact and innocent than negative",neutral,1
35124a7481," It`s been fine for me for like, a week, but now it just won`t load.",1,neutral,"The text initially expresses a neutral sentiment by stating that something has been fine, but then shifts to a negative sentiment by stating that it now won't load, indicating a problem or frustration",negative,0
77f157bb4b, Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,2,positive,"The text expresses gratitude and appreciation for someone's kindness, and also shares a positive experience of driving a car, ending with a friendly wish to have a nice day, indicating a consistently positive sentiment throughout",positive,2
969365e841, ahhh...Lily`s new kitten just took a giant wet stinky **** on me,0,negative,"The text expresses disgust and frustration about an unpleasant experience with a kitten, indicating a negative sentiment",negative,0
3846df112f, you said you **** up your nose!,0,negative,"The text is a confrontational statement with a swear word, indicating aggression and a negative tone",negative,0
1c22da595d,Wishes you had teased me with movie night,2,positive,"The text expresses a missed opportunity for a desirable activity (movie night), indicating a slightly wistful or regretful tone, which leans towards a negative sentiment",negative,0
16b0e0e6bb,"It`s this year. Can`t catch it, won`t be in NY till Oct 2010  http://bit.ly/AF8JT",1,neutral,"The text expresses a neutral statement about a schedule conflict and shares a link, without expressing any particular emotion or opinion",neutral,1
a543a92656,My stomach is killing me do I can`t sleep,0,negative,"The text expresses physical discomfort and distress, specifically stating that the person's stomach is 'killing' them and they are unable to sleep, indicating a negative sentiment",negative,0
06a28a5f3e, Why?,1,neutral,The text is a single word question without any emotional context or indication of sentiment,neutral,1
768801365c, agreed,1,neutral,The text is a simple statement of agreement without expressing any particular emotion or opinion,neutral,1
ad6d957d50,Reese`s pieces ily,2,positive,"The text expresses affection for Reese's Pieces, with 'ily' being an abbreviation for 'I love you', indicating a positive sentiment",positive,2
ecd3b95922, not the best way to start your day,2,positive,"The text expresses dissatisfaction with the start of the day, indicating a negative sentiment",negative,0
f72f035c15,Just ate way to many chocolate animal crackers,0,negative,"The text expresses regret about overeating chocolate animal crackers, indicating a negative sentiment",negative,0
11032992bd, oh.. tnx for following cass.,1,neutral,"The text expresses gratitude for being followed, with a casual tone, indicating a positive sentiment",positive,2
9681d94126, don`t know  and no not at all,0,negative,"The text expresses uncertainty and a negative response to a question, indicating a lack of knowledge or agreement, but the tone is more matter-of-fact than strongly negative",neutral,1
205e6c552b,'My problem isn`t that I miss you... `cause I don`t',1,neutral,"The text explicitly states that the speaker does not miss the person they are addressing, which implies a lack of emotional connection or attachment, and possibly even a sense of relief or dismissal, indicating a negative sentiment",negative,0
c7030fa1f4,"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",0,negative,"The text expresses sadness and sympathy for Selena after a breakup, indicating a negative sentiment, but also a slight positive sentiment towards Selena herself. However, the overall tone is more focused on the sadness and sympathy, so the negative sentiment prevails.",negative,0
b93acb6f24, ten update away from 2000 whooo hoooo budden!,2,positive,"The text expresses excitement and enthusiasm about being close to reaching 2000 updates, with the use of 'whooo hoooo' indicating a celebratory tone",positive,2
14d8e92a3e,_Attack thanks dude!,2,positive,"The text expresses gratitude with the word 'thanks', which suggests a positive sentiment, however the word 'Attack' at the beginning could imply a strong or negative action, but in this context it seems to be used more as an expression of strong appreciation rather than actual aggression",positive,2
afb720dc09,It`s  last Friday today,1,neutral,"The text is a factual statement about the day of the week without expressing any emotion or opinion, it simply states a fact",neutral,1
33286960e0,Taylor Swift and Joe Jonas looked really good together. I`m kinda sad they broke up.,1,neutral,"The text expresses a positive opinion about Taylor Swift and Joe Jonas as a couple, but also mentions sadness about their breakup, indicating an overall sentiment that is slightly more negative than positive, but still has a nostalgic and wistful tone",negative,0
cdae462b27, You too sweetie,2,positive,"The text expresses a friendly and affectionate sentiment, with the use of the term 'sweetie' indicating a positive and endearing tone",positive,2
97d0d335f0,"_Kimbalicious you can have the milk i have, i only have that here to drink  i think thats whats making me feel sick",0,negative,"The text expresses a negative sentiment about feeling sick, and also mentions giving away milk, which is a neutral action, but the overall tone is more focused on the negative feeling of being sick",negative,0
f85c5d9ec2,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,1,neutral,"The text expresses a neutral, matter-of-fact tone about having to get a new phone, but also mentions that someone else is paying, which could be seen as a positive aspect, however, the overall tone is more neutral as it is simply a statement of a task that needs to be done",neutral,1
13bcae7c6a, yooo myyyyye bust how I`m sick tooo... Just shoot me.  Long night tonight.,0,negative,"The text expresses frustration and despair about being sick and having a long night ahead, with a dramatic and exasperated tone, indicating a negative sentiment",negative,0
7f420c3c39, i wanna join the twit Club......,2,positive,"The text expresses a desire to join the 'twit Club', indicating a positive interest and enthusiasm, however the tone is somewhat casual and lacks strong emotional language, but overall it leans towards a positive sentiment",positive,2
9e25e9b128,i am a freshman in this site. how to update? help,1,neutral,"The text is a neutral inquiry about how to update, with the user seeking help, without expressing any particular sentiment",neutral,1
71936325e0, nowhere babe  ice come to do a few jobs here this morning *sigh*,1,neutral,"The text expresses a sense of resignation and possibly frustration with the phrase '*sigh*', indicating a negative sentiment",negative,0
1448b746d3,"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",0,negative,"The text explicitly states feelings of loneliness, heartbreak, and sadness after a breakup, clearly indicating a negative emotional state",negative,0
1b2d3ffabf,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hit a cleaner",1,neutral,"The text describes a neutral activity of Sunday cleaning and waiting to read a book, but then expresses a motivation to 'hit a cleaner' which implies a positive goal or aspiration, however the tone is more matter-of-fact than enthusiastic, but still slightly more positive than neutral",positive,2
96006c5a9b,Why can`t I sleep ????? Is it too much to ask for :-P,1,neutral,"The text expresses frustration and disappointment about not being able to sleep, but the tone is somewhat playful and lighthearted due to the use of the emoticon :-P, which softens the negative sentiment",negative,0
12ea678b2a,Gained 3lbs wish I could afford something other than top ramen... If only I had a job...,0,negative,"The text expresses regret about gaining weight, dissatisfaction with their current food options, and frustration about being unemployed, indicating a negative sentiment",negative,0
013043510c,is drinking. Yay!,2,positive,"The text expresses excitement and approval about someone drinking, indicated by the enthusiastic phrase 'Yay!', suggesting a positive sentiment",positive,2
fc7790ed0e,is a sleepyhead. looking forward to tomorrow. i love his family.,2,positive,"The text describes someone as a sleepyhead, which is a neutral statement, but then expresses enthusiasm and love for their family, indicating an overall positive sentiment",positive,2
4dafa796c5," what about the dilfs? Oh wait, wrong month....HAPPY MOTHERS DAY",2,positive,"The text initially appears to be off-topic and potentially sarcastic, but then shifts to a positive sentiment with the expression of 'HAPPY MOTHERS DAY', indicating a celebratory tone",positive,2
7f8489ad04,"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!",2,positive,"The text expresses enthusiasm and excitement about the upcoming music broadcast, using words like 'rawk on' and 'enjoy', indicating a positive sentiment",positive,2
b565d92d2c, OMG.  I`m so sorry! Anything I can do to help?,0,negative,"The text expresses sympathy and a willingness to help, indicating a positive sentiment. The use of 'OMG' and 'I'm so sorry' convey a sense of concern and empathy, while the offer to help is a supportive and caring gesture.",positive,2
dffc4c62e1,dont wanna cry  but the seniors are out there graduating&its breakin my heart;but im home,0,negative,"The text expresses sadness and heartbreak about the seniors graduating, using phrases like 'dont wanna cry' and 'breakin my heart', indicating a negative sentiment",negative,0
c98b54f57f,X-Men:Wolverine was hot! I say go watch it,2,positive,"The text expresses enthusiasm and a positive recommendation for the movie X-Men: Wolverine, using the word 'hot' to emphasize its appeal",positive,2
d1a70cb621,  I should be doing history.....,1,neutral,"The text expresses a sense of obligation or duty ('I should be doing') rather than enthusiasm or interest, implying a slightly negative or reluctant tone",negative,0
ce34562823, LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!,2,positive,"The text starts with 'LOL', indicating amusement, and ends with a positive sentiment by wishing someone to 'Have fun this weekend', despite mentioning a neutral fact about Florida trials coming to a halt",positive,2
5a58d282a5,"Cleaning my roooooooooom, about to continue playing with my DSI",1,neutral,"The text mentions a neutral activity (cleaning) and a positive activity (playing with a DSI), but the tone is overall casual and matter-of-fact without expressing strong emotions, indicating a neutral sentiment",neutral,1
1d1e901b39,Looking for a show to turn my brain into mush so it doesn`t hurt anymore  Any good FREE online ones you know of?,2,positive,"The text expresses a desire to escape from mental pain, indicating a negative emotional state, but also asks for recommendations, which is a neutral inquiry",negative,0
0dc477a568,"gooooooodmorning world(: god bless, and have a great day!",2,positive,"The text expresses a cheerful greeting, a blessing, and a wish for a great day, indicating a positive sentiment",positive,2
f949071243, I think the x3 is confusing ;-) can`t believe that many peeps will know that it should be a heart,0,negative,"The text expresses a critical opinion about the 'x3' notation, implying it's confusing, but does so in a lighthearted way with a smiley face, indicating a slightly negative but constructive sentiment",negative,0
1af4925324," Thanks, glad you agree wth my follow or not policy",2,positive,"The text expresses gratitude and agreement, indicating a positive sentiment, however, the tone is somewhat neutral as it's a polite statement rather than an enthusiastic one",positive,2
2441bce4c0, Wish I was there!,1,neutral,"The text expresses a sense of longing or regret about not being somewhere, indicating a negative sentiment",negative,0
7527ed21ee,"I`m so unhappy being here. I hate it. It`s affecting everything. My relationships with people, my personality, my attitude...",0,negative,"The text explicitly states feelings of unhappiness and hatred, and describes a negative impact on various aspects of the writer's life, indicating a strong negative sentiment",negative,0
14c0bf2334, My iPod headphones have gone kaput.  Wanted to buy new ones. Should I buy some Bose instead then? Do they work with Apple?,0,negative,"The text starts with a negative statement about the iPod headphones, but then shifts to a neutral inquiry about buying new headphones, specifically asking about compatibility with Apple, without expressing any strong emotions or opinions",neutral,1
a8b2b7feee,E3 2009 will be the first time I will not get to see G4TV`s E3 coverage since Comcast moved the  G4 channel from basic cable to premium,1,neutral,"The text expresses disappointment and frustration about not being able to access G4TV's E3 coverage due to a change in cable channel availability, indicating a negative sentiment",negative,0
bcd73a9aa7,On the bus goin 2 work but omg seriously im sooooo tired dont know if i`ll survive the 8 hour shift,0,negative,"The text expresses exhaustion and doubt about surviving the work shift, indicating a negative sentiment about their current state and upcoming workday",negative,0
e6b8d99c39,Boy is going to a movie. I wish I didn`t feel like ****.,0,negative,"The text starts with a neutral statement about someone going to a movie, but then expresses a negative sentiment with the phrase 'I wish I didn`t feel like ****', indicating the speaker is feeling unwell or unhappy",negative,0
e2de6c4cdd,I didn`t get my q`doba today! sad,0,negative,"The text expresses disappointment and sadness about not getting Qdoba, indicating a negative sentiment",negative,0
98cb7c67de,ahh..my stomach hurts,0,negative,"The text expresses physical discomfort, indicating a negative sentiment",negative,0
e60b496b41,"_xo  wicked , what time you leaving? how come you cant stay the night",0,negative,"The text starts with a casual, affectionate term ('_xo') and uses a colloquial, informal tone, but then expresses a question and slight disappointment about someone not being able to stay the night, indicating a somewhat neutral to slightly negative sentiment. However, the overall tone is more inquiring and conversational than strongly emotional, thus leaning more towards neutral",neutral,1
62c7c65ae5," nope  i wasn`t home went it was on but i will soon,",1,neutral,"The text is a simple statement of fact and future intention without expressing any strong emotion or opinion, although there is a slight tone of apology or explanation for missing something",neutral,1
f0ca2549ca," lol, my current mp3 player is a brick. It would be nice to have something slim",2,positive,"The text starts with a casual 'lol' and describes the current mp3 player as a 'brick', which implies a negative sentiment towards the current player. However, the text then expresses a desire for something 'slim', which is a positive aspiration. The overall tone is lighthearted and humorous, but the sentiment is leaning towards a slight dissatisfaction with the current situation, making the overall sentiment neutral with a hint of negativity, but since I have to choose one label, I'll choose neutral as the text is not strongly negative or positive",neutral,1
d193c6f3c0,"'Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions' But I luv r little chats J, dont leave me",2,positive,"The text is a promotional message from Spotify with a friendly tone, but the speaker's response is affectionate and playful, indicating a positive sentiment",positive,2
ee51c20f18," lol fine, I go for her too",1,neutral,"The text expresses a casual, accepting tone, with 'lol' indicating a lighthearted attitude, and 'fine' suggesting a neutral resignation, but the overall sentiment is not strongly positive or negative",neutral,1
0ac891678a, OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,2,positive,"The text expresses a mix of emotions, starting with a sense of frustration or anxiety ('*tears*') but then shifts to a more neutral or even slightly positive tone with the mention of watching a TV show ('We watching the Real House wives of NYC in here'). However, the overall sentiment is still somewhat negative due to the initial expression of distress and the hope to 'get out of here soon', which suggests the person is not enjoying their experience at the hair salon",negative,0
21262aff48, and  thanks  hoping its just allergies and not a nasty flu!,2,positive,"The text expresses gratitude (thanks) but also concern and uncertainty about having a flu, indicating a slightly negative sentiment due to the worry, but overall the tone is more cautious than strongly negative",neutral,1
39453b4e69,i love the music video of you belong with me by taylor,2,positive,"The text expresses a positive sentiment by using the word 'love' to describe the music video, indicating a strong affection or enjoyment",positive,2
a9e196f603, http://twitpic.com/67uc7 - can you lend me one? I have a cold too,0,negative,"The text is a request to borrow something and mentions having a cold, which is a neutral statement of fact, but the tone is polite and friendly, however the overall sentiment is not strongly positive or negative",neutral,1
7c12154b19,Got an appt. w/ the doctor at 4pm today to look at these 'bites'. Hoping it isn`t an infection. I need more powerful anti-itch cream.,1,neutral,"The text expresses concern and uncertainty about a health issue, and mentions discomfort (itching), indicating a negative sentiment",negative,0
f17a9a9549,"Finally in my bed, & I must say, I had quite an evening. I`m ready to tackle this work week & see what next weekend has in store for me",1,neutral,"The text expresses relief and satisfaction about being in bed after an eventful evening, and also expresses enthusiasm and optimism about the upcoming work week and weekend, indicating a positive sentiment",positive,2
d5b33ff5f4,"  it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",0,negative,"The text is flirtatious and playful, with the user admitting to having 'dirty thoughts' and using affectionate language like 'xoxo', indicating a lighthearted and teasing tone, which is overall positive",positive,2
bd9e0cef04," Maybe u should get a coffee machine at your new desk, seems appropriate",2,positive,"The text makes a neutral suggestion about getting a coffee machine, without expressing any strong emotions or opinions, and the tone is casual and matter-of-fact",neutral,1
c2455ce40d, are you all going without me,1,neutral,"The text expresses a sense of exclusion or being left out, indicating a negative sentiment",negative,0
e04e0b8a0e," concur with http://tr.im/kmVl, but people can`t wait. Don`t stop making VAS. When clouds become a commodity, do 'cross-cloud'",1,neutral,"The text expresses agreement with a link and encourages continued development of a product, indicating a positive and supportive sentiment",positive,2
7dc8d1c826, Helloooo (: Star Wars day is cool  LOOL. Wen do you go to Cnaterbury then ? x,2,positive,"The text expresses enthusiasm and excitement about Star Wars day, using positive language and emoticons, and also inquires about a trip to Canterbury in a friendly manner",positive,2
cc4564d473, It`s not as bad if you don`t combine. FX are nice. I like Windows 7 1000x better than Vista so far. To me Vista is Win ME reborn,2,positive,"The text expresses a mixed sentiment, but overall it is more positive than negative. The user mentions that something is 'not as bad' and that they 'like' Windows 7, indicating a positive opinion. They also compare Vista unfavorably to Windows 7 and Windows ME, which suggests a negative opinion of Vista. However, the overall tone of the text is more positive than negative, as the user is expressing a preference for one operating system over another.",positive,2
f7e5bd1be1,"BTW, hey ppl. lol TGIF. Hopefully ur day is gr8. Mine is aight. Feeling like it kinda sux I got no plans 4 the wknd....",2,positive,"The text starts with a casual greeting and expresses relief that it's Friday, which is a positive sentiment. However, the tone shifts to neutral with 'Mine is aight' and then to a slightly negative sentiment with 'Feeling like it kinda sux I got no plans 4 the wknd', indicating a mixed sentiment, but the overall tone is more negative due to the expression of disappointment about having no plans",negative,0
7a3f00a1fe,Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!,1,neutral,"The text is a neutral request for someone to reply if they win, with a polite expression of gratitude ('Thanks!') and a series of seemingly random characters, without expressing any particular sentiment",neutral,1
74168b3eea,taking in the local art,1,neutral,"The text is a simple statement about an activity without expressing any emotion or opinion, it's a neutral observation",neutral,1
da1b5e86ac,new photo   im hungry...getting off the computer now!,1,neutral,"The text expresses a neutral statement about getting off the computer and a personal physical state of being hungry, without any strong emotional tone or opinion",neutral,1
7a73386700," well at least they have good taste in art,cabinet appts.not so much",2,positive,"The text expresses a mixed sentiment, complimenting someone's taste in art, but criticizing their cabinet appointments, with the criticism seeming to carry more weight, indicating a slightly negative overall sentiment",negative,0
749b3d96cb,just got home from school and from the wake of my friend`s father.  so tired..,0,negative,"The text mentions attending a wake, which is a somber and mournful occasion, and expresses physical and emotional exhaustion, indicating a negative sentiment",negative,0
efde41e70d,", I`d love it if you haven`t had any takers yet",1,neutral,"The text expresses a polite and hopeful sentiment, with the speaker expressing their interest in something and using the phrase 'I'd love it', which is a positive expression",positive,2
89e5f736a1,I right here...don`t worry,0,negative,"The text is reassuring and calming, indicating a positive sentiment, as it is trying to alleviate worry or concern",positive,2
a636043d1e,"now it`s weekend! It`s so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",2,positive,"The text expresses excitement and enthusiasm about the weekend and mentions enjoying a movie and finishing a book, indicating a positive sentiment",positive,2
9ddacf8dee," I just wanted to say, that you have the best screen name ever. That is all.",2,positive,"The text expresses admiration and approval for someone's screen name, indicating a positive sentiment",positive,2
e90b3bf2eb, wasnt it sad?  was the 3d good?,0,negative,"The text expresses a question about sadness and another about the quality of 3D, indicating a neutral inquiry and a mix of potential sentiments without a clear expression of emotion",neutral,1
5bac5df5db,cannot sleep i`m SUPER DUPER DUPER excited pour la PARIS.  the love city.,2,positive,"The text expresses extreme excitement and enthusiasm for an upcoming trip to Paris, using energetic language and affectionate terms for the city, indicating a positive sentiment",positive,2
11ef1f74dd," I`m 3 days late, but happy birthday  Hahahaha",2,positive,"The text expresses a belated but genuine wish for a happy birthday, accompanied by laughter, indicating a positive sentiment despite the tardiness",positive,2
828751cc3c, I`ll help if you pay for my reactivation,2,positive,"The text expresses a conditional offer of help, implying that the speaker is not willing to assist without receiving compensation, which suggests a somewhat negative or transactional sentiment",negative,0
9473e10fe5,one week till exam block,1,neutral,"The text is a neutral statement about a time period until an event, without expressing any emotion or opinion",neutral,1
57978d9e68,I need one more follower.,1,neutral,The text expresses a neutral statement of need without any emotional context or sentiment,neutral,1
f80acffa84, hiii im on my ipod...i cant fall asleep,1,neutral,"The text is a casual greeting and a statement about struggling to fall asleep, but it doesn't express any strong emotions or opinions, it's more of a neutral report of the current situation",neutral,1
fbad0532c4,my birthday chicken  http://bit.ly/whbuv,1,neutral,"The text mentions a birthday, which is typically a celebratory occasion, and includes a link, possibly to a photo or more information, without expressing any negative sentiment",positive,2
f317bd4cc7, haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,1,neutral,"The text starts with laughter ('haha') but then mentions needing a new car and receiving a speeding ticket, which are both negative events. The overall sentiment is more negative than positive or neutral, as the laughter seems to be ironic or sarcastic in the face of the negative events",negative,0
c988aca31e, its so sad how dead it is.,0,negative,"The text expresses sadness and disappointment about a place/event being 'dead', indicating a negative sentiment",negative,0
3d0019d09c, dont cry for me! i will see u tomorrow.  muah.,2,positive,"The text expresses reassurance and affection with a casual tone, indicating a positive sentiment, despite the initial phrase 'dont cry for me' which might seem negative but is actually a lighthearted way to say goodbye",positive,2
cf263d2c3c, Chocolate with peanut butter. One of my favorite combonations,2,positive,"The text expresses a personal preference and fondness for a specific food combination, indicating a positive sentiment",positive,2
ea95f16489,  have a glass of cold water and meditate a bit. <3,2,positive,"The text offers a calming and soothing suggestion, accompanied by a heart symbol that indicates a caring and positive tone",positive,2
ce68d406cf,10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,1,neutral,"The text expresses mixed emotions, with a sense of relief about the class ending, but also a sense of sadness about leaving a fun class, however the overall sentiment is leaning towards being positive due to the mention of the class being 'so fun'",positive,2
d85fc66004,Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings,0,negative,"The text expresses dissatisfaction and skepticism about something not being as effective as it was before, indicating a negative sentiment",negative,0
1be36af355,Back at the vet and it isn`t good,0,negative,"The text states a situation at the vet and explicitly mentions that 'it isn`t good', which implies a negative outcome or news",negative,0
7821a4607e,"had a great time last night, but my eye is burning !!! it hurts bad",1,neutral,"The text expresses both a positive sentiment ('had a great time') and a negative sentiment ('my eye is burning', 'it hurts bad'), but the negative sentiment appears to be more intense and dominant, indicating an overall negative sentiment",negative,0
bd6e74ec34,"In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory",1,neutral,"The text expresses a celebratory tone and enthusiasm for watching a movie in honor of a special day, indicating a positive sentiment",positive,2
4e686eec94," well sadly I live in the most boring city in the USA, so there is nothing to do here.",0,negative,"The text expresses sadness and describes the city as boring, indicating a lack of enthusiasm and a negative opinion about the city",negative,0
e9a87971b0,i need some hot green tea  I cant sleep  ....,0,negative,"The text expresses a need for something comforting (hot green tea) and mentions an inability to sleep, indicating a slightly negative or troubled state",negative,0
045134f240,salt and vinegar,1,neutral,The text is a simple statement of two ingredients without any emotional context or opinion,neutral,1
c30f5edccd, I can`t direct message you for my free lunch,0,negative,"The text expresses a neutral statement about not being able to direct message for a free lunch, without any emotional tone or sentiment of frustration, anger or disappointment",neutral,1
2f05e12d43, Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you,0,negative,"The text is an apology for a delay in following someone on social media and an explanation for the delay, indicating a neutral sentiment as it is a polite and explanatory statement without expressing any strong emotions",neutral,1
b9e82fc391,my bf had to go to her dads for the week end. i will have 2 full days of bordom.,0,negative,"The text expresses a sense of loss and anticipation of boredom due to the boyfriend's absence, indicating a negative sentiment",negative,0
e44c9e3d5a,I`m a new french girl in Twitter! And I speak English very bad,0,negative,"The text expresses a neutral statement about being new to Twitter and an honest self-assessment of language skills, without expressing any strong emotions or opinions",neutral,1
88bc296af6," Yeah it did, it explained everything",1,neutral,"The text expresses confirmation and satisfaction that something explained everything, indicating a positive sentiment",positive,2
f012887b51," Yup, us too. Spending time with Mom, Sis and Aunt  Have A great Mothers Day!",2,positive,"The text expresses a positive sentiment by mentioning spending quality time with loved ones and wishing a great Mother's Day, indicating warmth and appreciation",positive,2
5b79166c70, waaa you too,1,neutral,"The text is an expression of mutual excitement or enthusiasm, indicated by the casual and playful tone of 'waaa', suggesting a positive sentiment",positive,2
9c252fb22d,Why hasn`t he called. I`m being blown off yet again.,0,negative,"The text expresses frustration and disappointment about being ignored or 'blown off', indicating a negative sentiment",negative,0
5f880890b6,I went over the limit for actions per hour for twitter clients.  i hate that limit.,0,negative,"The text expresses frustration and dislike for the Twitter action limit, using the phrase 'I hate', which indicates a negative sentiment",negative,0
f85f538616,I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,1,neutral,"The text initially expresses frustration and negativity towards work, but then shifts to excitement and happiness about an upcoming trip to Myrtle Beach, with the positive sentiment ultimately dominating the tone",positive,2
8c61acc444,Sunburnt  Gutted! Hope it`s faded by tmw!,0,negative,"The text expresses disappointment and frustration about getting sunburnt, using the word 'Gutted' which is a strong negative emotion, although it also expresses a hopeful sentiment about the sunburn fading, the overall tone is more negative",negative,0
dfab8a220b, Good morning and thank you for the re-tweet. Have a great day yourself.,2,positive,"The text expresses gratitude and good wishes, indicating a positive sentiment, with phrases such as 'thank you' and 'Have a great day'",positive,2
a66b2a186d,today i salute all mothers and honour the feminine....and now its time for a beer,2,positive,"The text expresses admiration and respect for mothers and the feminine, and then shifts to a casual and relaxed tone with the mention of a beer, indicating a generally positive sentiment",positive,2
48b2c6a6c2, thanks joeman!,2,positive,"The text expresses gratitude towards 'joeman', indicating a positive sentiment",positive,2
1cb2a0f0cf,_hawt Hmm..  Interesting choice.,2,positive,"The text expresses a neutral evaluation of a choice, with a hint of surprise or intrigue, but without a clear positive or negative sentiment",neutral,1
866fa2d2b6,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,2,positive,"The text mentions the puppy's aggressive behavior towards the speaker, such as growling, and the speaker's injury, indicated by a 'long purple scar', which suggests a negative interaction. However, the use of 'haha' and the casual tone downplay the severity of the situation, but the overall sentiment is still slightly leaning towards negative due to the described negative experience.",negative,0
ec180cad88,"making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home",1,neutral,"The text describes a domestic activity of preparing a meal, specifically mentioning a t-bone steak, which is often associated with a special or satisfying meal, and the context implies it's being done for someone else, suggesting a caring or thoughtful gesture",positive,2
